,utt,intent,index
248,are there any other cities that i can fly from boston to dallas through that i can get a flight earlier than 1017 in the morning and also what is the distance from san francisco international airport to san francisco,atis_city#atis_distance,"11,9"
249,all right give me the flight times in the morning on september twentieth from pittsburgh to san francisco and also what are the rental car rates in san francisco,atis_flight_time#atis_ground_fare,"17,14"
250,define airline ua,atis_abbreviation,5
251,"how far is the airport from downtown pittsburgh , show me non first class flights from baltimore to dallas and may i have a listing of flight numbers from columbus ohio to minneapolis minnesota on monday",atis_distance#atis_flight#atis_flight_no,"9,2,1"
252,pittsburgh to denver and also how many united flights are there from san francisco please,atis_flight#atis_quantity,"2,0"
253,please show me the return flight number from toronto to st petersburg,atis_flight_no,1
254,does continental fly from boston to san francisco and then what is the ground transportation available in boston,atis_flight#atis_ground_service,"2,8"
255,what is bur,atis_abbreviation,5
256,what time does the flight leave denver going to san francisco on continental airlines and what are all the available meals,atis_flight_time#atis_meal,"17,13"
257,show me the cheapest fare in the database and what are the rental car rates in san francisco,atis_cheapest#atis_ground_fare,"15,14"
258,i would like to find a flight that goes from boston to orlando i would like it to have a stop in new york and i would like a flight that serves breakfast and also what is restriction ap80,atis_flight#atis_restriction,"2,7"
259,"i need a flight from philadelphia to denver on sunday , how many airlines fly from new york to los angeles by way of milwaukee and then what is restriction ap80",atis_flight#atis_quantity#atis_restriction,"2,0,7"
260,"what aircraft is used on delta flight 1222 from kansas city to salt lake city , show me the cheapest fare in the database and then what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars",atis_aircraft#atis_cheapest#atis_restriction,"16,15,7"
261,"what airlines from washington dc to columbus , show me the cheapest fare in the database and then what is the distance from la guardia to new york s downtown",atis_airline#atis_cheapest#atis_distance,"3,15,9"
262,i would like the fare on the us air 1039 from denver to pittsburgh on april twenty and also what s the name of the denver airport,atis_airfare#atis_airport,"4,6"
263,which airlines fly from boston to washington dc and what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars,atis_airline#atis_restriction,"3,7"
264,which airlines fly from bwi to dallas fort worth,atis_airline,3
265,what price is a limousine service to new york s la guardia and what is restriction ap80,atis_ground_fare#atis_restriction,"14,7"
266,code ff and then now i d like a schedule for the flights on tuesday morning from oakland no from dallas fort worth to atlanta,atis_abbreviation#atis_flight_time,"5,17"
267,"please list information regarding san francisco airport , what are the rental car rates in dallas and how many cities are served by continental with first class flights",atis_airport#atis_ground_fare#atis_quantity,"6,14,0"
268,show me the cheapest fare in the database and then do i get a meal on the atlanta to bwi flight eastern 210,atis_cheapest#atis_meal,"15,13"
269,"what does code y mean , what are the prices of the flights from dallas to baltimore and then how many cities are served by continental with first class flights",atis_abbreviation#atis_airfare#atis_quantity,"5,4,0"
270,what s the capacity of an f28 and then what are all the available meals,atis_capacity#atis_meal,"10,13"
271,what is the distance from toronto international airport to toronto and also please show me the return flight number from toronto to st petersburg,atis_distance#atis_flight_no,"9,1"
272,is us air,atis_airline,3
273,how long is the flight from atlanta to san francisco at noon on november seventh and is there a meal on delta flight 852 from san francisco to dallas fort worth,atis_distance#atis_meal,"9,13"
274,"is us air , please show me all airports in denver and what is the seating capacity of the various airplanes that united airlines uses",atis_airline#atis_airport#atis_capacity,"3,6,10"
275,"houston airports , show me the cheapest fare in the database and then show me ground transportation in westchester county",atis_airport#atis_cheapest#atis_ground_service,"6,15,8"
276,"what does the abbreviation dl mean , what are the rental car rates in dallas and information on ground transportation in denver",atis_abbreviation#atis_ground_fare#atis_ground_service,"5,14,8"
277,what are the fares from dallas to san francisco on flight dl 217,atis_airfare,4
278,what kind of airline is flight ua 281 from boston to denver and then what are my meal options from boston to denver,atis_airline#atis_meal,"3,13"
279,what is the price of a one way fare from atlanta to boston and what is restriction ap80,atis_airfare#atis_restriction,"4,7"
280,what airport is at tampa and what is restriction ap57,atis_airport#atis_restriction,"6,7"
281,what is the smallest aircraft available flying from pittsburgh to baltimore arriving on may seventh and then please list the prices for a rental car in pittsburgh,atis_aircraft#atis_ground_fare,"16,14"
282,what is mco and then how many nonstop flights going from dallas to oakland july twenty seventh,atis_abbreviation#atis_quantity,"5,0"
283,i need a plane that arrives in san francisco by 9 o clock pm on friday and leaves from baltimore,atis_aircraft,16
284,"what planes does united use , show me airports in washington dc and also what city is the airport mco in",atis_aircraft#atis_airport#atis_city,"16,6,11"
285,airports,atis_airport,6
286,i d like to know what type of plane flies from boston to dallas fort worth after 530,atis_aircraft,16
287,show me the cheapest fare in the database and what is the distance from la guardia to new york s downtown,atis_cheapest#atis_distance,"15,9"
288,which airline provides business class flights and also i m trying to find the flight number from a flight from orlando to cleveland on us air and it arrives around 10 pm,atis_airline#atis_flight_no,"3,1"
289,now i d like a schedule for the flights on tuesday morning from oakland no from dallas fort worth to atlanta and also how many flights does eastern airlines have from boston to atlanta,atis_flight_time#atis_quantity,"17,0"
