,utt,intent,index
474,are weather conditions affecting traffic,get_info_traffic,0
475,how long is it to get to the movies,get_location#get_estimated_duration,"9,18"
476,can i get to my sisters house in tonight at 9 if i leave in 10 minutes,get_location_home#get_estimated_arrival,"22,20"
477,how far is rabat from tangier,get_distance,4
478,looking for something fun to do in brigantine tomorrow night,get_event,7
479,how long will it take for me to drive to florida from here overnight,get_location#get_estimated_duration,"9,18"
480,is there any performance art in washington dc in early march,get_event,7
481,what is the traffic like driving from disney springs to magic kingdom,get_info_traffic#get_location,"0,9"
482,is this traffic due to construction,get_info_traffic,0
483,how is the traffic between denver and grand junction,get_info_traffic,0
484,fun events in springfield this evening,get_event,7
485,things to do in malibu tonight,get_event,7
486,is traffic fine in maryland parkway,get_info_traffic,0
487,how long is the delay on the fifteen,get_info_traffic,0
488,are there any good concerts happening next week,get_event,7
489,how long will it take me to get to orlando today,get_estimated_duration,18
490,what is the distance from california to new york,get_distance,4
491,traffic on way to work,get_info_traffic#get_location_work,"0,11"
492,would it be faster to take 59 south to the bjcc tonight for the concert or to take i-65,unsupported_navigation,16
493,are there any delays on my way home,get_info_traffic#get_location_home,"0,22"
494,what is the straightest route to grandpas,get_location_home#get_directions,"22,6"
495,please let me know how bad the traffic is,get_info_traffic,0
496,any christmas activities near me this week,get_event#get_location,"7,9"
497,what s going down this weekend in sacramento,get_event,7
498,what is the length of drive from portland to seattle,get_estimated_duration,18
499,are there any down power line on the freeway to the cartoon expo,get_info_traffic#get_event#get_location,"0,7,9"
500,adults only getaway in san juan,get_event,7
501,traffic evening commute,get_info_traffic,0
502,any accidents on the road,get_info_traffic,0
503,christmas parties near me in the next month,get_event#get_location,"7,9"
504,how is highway traffic near me,get_info_traffic#get_location,"0,9"
505,weather related traffic on i90,get_info_traffic,0
506,is there any road construction to parent s house,get_info_traffic#get_location_home,"0,22"
507,traffic report for san francisco,get_info_traffic,0
508,what is the distance from brooklyn new york to bulls gap tn,get_distance,4
509,what are some upcoming events near me,get_event#get_location,"7,9"
510,how long will it take me to laswi street if i leave at 5 pm,get_estimated_duration,18
511,how long will it take if i drive to new york from newport news,get_estimated_duration,18
512,what times will santa be at the university park mall,get_event#get_location,"7,9"
513,what are some upcoming concerts in orlando,get_event,7
514,is there a different route past the traffic backed up,update_directions,12
515,concerts in las vegas,get_event,7
516,movie show times,get_event,7
517,when are traffic conditions best,unsupported_navigation,16
518,are there any events in macon this week,get_event,7
519,what is the distance between arizona and california,get_distance,4
520,what s going on next month,get_event,7
521,can i get to disneworld by bike from kissimee,get_directions#get_location,"6,9"
522,how long will it take to get to work today,get_location_work#get_estimated_duration,"11,18"
523,where can i get together with people looking to join a band,unsupported_event,19
524,any events christmas related,get_event,7
525,mileage from las angeles to san diego,get_distance,4
526,events in buffalo,get_event,7
527,give me more information about the event,get_event,7
528,is there a traffic delay between nashville and brentwood right now,get_info_traffic,0
529,"how long will it take me to get from phoenix , arizona to los angeles, california",get_estimated_duration,18
530,how long is my drive to elmhurst,get_estimated_duration,18
531,"need to be at corona del mar by 9 am tomorrow, please provide route from home without toll roads",get_location_home#get_directions#get_location,"22,6,9"
532,who s performing tomorrow at 9pm at mahaffey theater,get_event#get_location,"7,9"
533,whats there to do tonight,get_event,7
534,when is the waikiki christmas parade,get_event,7
535,where can i find santa in cincinnati this weekend,get_event,7
536,is the traffic bad on my route home,get_info_traffic#get_location_home,"0,22"
537,first spring training game in sarasota,get_event,7
538,how long will it take me to drive to mary s office if i leave at 3pm,get_location_work#get_estimated_duration,"11,18"
539,i need the traffic for the akron area,get_info_traffic,0
540,what s the distance between fort mill and atlanta,get_distance,4
541,what s the traffic to bel air looking like,get_info_traffic,0
542,can i make it to karen s house by 8pm if i leave my house now,get_location_home#get_estimated_arrival,"22,20"
543,what is the distance between san francisco california and new york city new york,get_distance,4
544,"what activities are in irvine, ca next week",get_event,7
545,is there any reported traffic,get_info_traffic,0
546,how bad is the traffic in downtown chicago at 5pm,get_info_traffic,0
547,family events in california tomorrow,get_event,7
548,whats the driving directions to the willis tower near downtown,get_directions#get_location,"6,9"
549,what s the traffic like between here and nyc,get_info_traffic#get_location,"0,9"
550,find something happening tonight,get_event,7
551,how long to get to somerset from here,get_location#get_estimated_duration,"9,18"
552,anything cool happening in bayside next week,get_event,7
553,what is the easiest way around traffic,get_directions,6
554,is there an accident ahead of us,get_info_traffic,0
555,sundays are really fun day to wallk in lights,unsupported,10
556,please find a route to the san francisco ferry terminal that takes less than 15 minutes,get_directions#get_location,"6,9"
557,singles meetups in ashland this weekend,get_event,7
558,should i expect any traffic delay if so when,get_info_traffic,0
559,how fast are cars moving on fairfax right now,get_info_traffic,0
560,sporting events in johnson city this weekend,get_event,7
561,please tell me what the traffic s looking like,get_info_traffic,0
562,time-frame to drive home,get_location_home#get_estimated_duration,"22,18"
563,"cooking classes near flamingo heights, ca",get_event#get_location,"7,9"
564,christmas parties in london,get_event,7
565,john legend concert this week,get_event,7
566,is traffic good today,get_info_traffic,0
567,what events are happening near school tomorrow,get_location_school#get_event#get_location,"21,7,9"
568,show me churches close to terrance s house,unsupported,10
569,is there any accidents on my route home,get_info_traffic#get_location_home,"0,22"
570,where is katy perry concert this week,get_event,7
571,how long is the drive from tacoma to seattle,get_estimated_duration,18
572,all traffic updates please,get_info_traffic,0
573,how long will it take for me to drive to my meeting at 7pm if i take 84 west,get_event#get_estimated_duration,"7,18"
574,are there any music events in the neighborhood tomorrow,get_location_home#get_event,"22,7"
575,display to work route,get_directions#get_location_work,"6,11"
576,what are the road conditions,get_info_road_condition,17
577,is there anything special going on this weekend,get_event,7
578,what s the distance between texas and mississippi,get_distance,4
579,can i make it to the game before kickoff,get_event#get_estimated_arrival,"7,20"
580,are the roads to my office plowed yet,get_info_road_condition#get_location_work,"17,11"
